label,text
spam,Get rich quick! Earn $10000 per week working from home. No experience required. Sign up now!
spam,"This is not a scam! Guaranteed $500 income, work only 7 hours a week. Join today."
ham,Let's sync up about the shoes presentation before the Microsoft review on Monday.
ham,Let's sync up about the the internship report presentation before the Amazon review on Thursday.
ham,"Hi Priya, thanks for your help with the the internship report project, really appreciate the effort."
spam,Cheap textbooks at unbeatable prices! 90% OFF today only. Order now at login-update-secure.com before stock runs out.
ham,Your order for the lab assignment has been shipped and will arrive by Wednesday. Track it using the link in your account.
spam,"Exclusive deal just for you Sam! Get the marketing plan absolutely FREE, just pay shipping. Order now!"
ham,Please find attached the the lab assignment report for this month. Let me know if you have questions.
ham,"Great job on the the research paper hackathon submission, the Amazon panel really liked the idea."
ham,"Hi Vikram, just checking in about the the research paper internship interview scheduled for Wednesday at 6 PM."
ham,"Happy birthday Rahul! Hope you have a wonderful day, let's catch up over coffee soon."
spam,"Exclusive deal just for you Karan! Get the research paper absolutely FREE, just pay shipping. Order now!"
spam,You have been selected to receive a FREE electronics. Reply YES to claim your prize now.
spam,Act now! Your credit score qualifies you for a $10000 loan with 0% interest. Apply at secure-verify-account.com
ham,This is an urgent reminder that fee payment for the semester is due on Friday.
ham,"Hi John, the the college scholarship results are out, congratulations on your selection!"
ham,Let's sync up about the the semester project presentation before the the placement cell review on next week.
ham,Let's sync up about the textbooks presentation before the the university review on Friday.
ham,"Hi Kavya, the the college scholarship results are out, congratulations on your selection!"
spam,Cheap the research paper at unbeatable prices! 90% OFF today only. Order now at secure-verify-account.com before stock runs out.
ham,"The professor extended the the marketing plan lab submission deadline to tomorrow, please plan accordingly."
ham,Could you please share the notes from the textbooks lecture? I missed class yesterday.
spam,"Double your bitcoin investment in 2 days guaranteed! Limited slots available, invest now at login-update-secure.com."
ham,Reminder: electricity bill of $5000 is due on Thursday. You can pay it online via the portal.
ham,Attached is the textbooks internship certificate you requested for verification.
spam,"Make $10000 a day from home with this secret system! No boss, no schedule, click login-update-secure.com now."
spam,"This is not a scam! Guaranteed $250 income, work only 7 hours a week. Join today."
spam,CONGRATULATIONS! Your mobile number has won $5000 in the HDFC Bank lottery. Contact us immediately.
ham,Let's sync up about the the internship report presentation before the Microsoft review on Tuesday.
ham,"Thanks for the feedback on my textbooks report, I will make the corrections by tomorrow."
ham,"Hi team, here are the minutes from today's the college meeting. Action items are listed below."
ham,"Urgent: please submit your the semester project feedback form before 2 PM today, it closes soon."
spam,"Exclusive deal just for you Sam! Get the research paper absolutely FREE, just pay shipping. Order now!"
ham,"Reminder: your free trial for the the placement cell software ends on next week, upgrade if you'd like to continue."
ham,"Hi Neha, just checking in about the shoes internship interview scheduled for Thursday at 3:30 PM."
ham,Your flight to the AKTU conference is confirmed for Wednesday. Boarding passes are attached.
spam,"Exclusive deal just for you Anjali! Get the semester project absolutely FREE, just pay shipping. Order now!"
spam,"Make $1000 a day from home with this secret system! No boss, no schedule, click bit.ly/claim-now now."
spam,Congratulations Emma! You have WON a PlayStation 5 worth $250. Claim now before it expires!
ham,"Thanks for the feedback on my the internship report report, I will make the corrections by next week."
ham,Your flight to the the college conference is confirmed for Friday. Boarding passes are attached.
spam,FINAL NOTICE: Your payment of $5000 is overdue. Pay now to avoid legal action at www.free-prize-win.net.
spam,"Dear Rohit, you have inherited $250 from a relative abroad. Contact us to claim your funds."
ham,"Great job on the furniture hackathon submission, the the university panel really liked the idea."
ham,"The professor extended the the internship report lab submission deadline to Friday, please plan accordingly."
ham,"Hi Aditi, the Amazon library will be closed on Thursday for maintenance, plan your visit accordingly."
ham,"Urgent: please submit your furniture feedback form before 2 PM today, it closes soon."
ham,Please submit your assignment on the internship report before 10 AM on Tuesday through the portal.
spam,"Dear Meera, you have inherited $100 from a relative abroad. Contact us to claim your funds."
ham,"Urgent: please submit your the internship report feedback form before 6 PM today, it closes soon."
ham,Attached is the the semester project internship certificate you requested for verification.
ham,Reminder: electricity bill of $250 is due on Tuesday. You can pay it online via the portal.
spam,Congratulations Ravi! You have WON a laptop worth $5000. Claim now before it expires!
ham,Your flight to the the college conference is confirmed for next week. Boarding passes are attached.
ham,"The professor extended the the lab assignment lab submission deadline to Tuesday, please plan accordingly."
ham,Reminder: electricity bill of $10000 is due on Thursday. You can pay it online via the portal.
ham,Reminder: electricity bill of $50 is due on Monday. You can pay it online via the portal.
spam,Congratulations Arjun! You have WON a gift voucher worth $5000. Claim now before it expires!
ham,"Great job on the textbooks hackathon submission, the the college panel really liked the idea."
ham,Can you review the watches document I shared and send feedback by tomorrow?
ham,"Hey Isha, are we still on for lunch on tomorrow? I was thinking the cafe near the office."
spam,Cheap shoes at unbeatable prices! 90% OFF today only. Order now at login-update-secure.com before stock runs out.
spam,"You are our lucky winner! Claim your FREE laptop today. Limited time offer, act now!"
spam,Lose 5000 pounds in 5 days with this ONE simple trick doctors don't want you to know!
ham,"Happy birthday Neha! Hope you have a wonderful day, let's catch up over coffee soon."
spam,Your Google account shows suspicious activity. Confirm your password at bit.ly/claim-now within 24 hours.
spam,CONGRATULATIONS! Your mobile number has won $5000 in the Amazon lottery. Contact us immediately.
spam,CONGRATULATIONS! Your mobile number has won $500 in the the placement cell lottery. Contact us immediately.
ham,"Hi Aditi, thanks for your help with the the semester project project, really appreciate the effort."
ham,Reminder: the the college team stand-up is at 6 PM tomorrow. Please join on time.
ham,"Hi Arjun, the HDFC Bank scholarship results are out, congratulations on your selection!"
ham,"The professor extended the furniture lab submission deadline to next week, please plan accordingly."
ham,Your order for the semester project has been shipped and will arrive by Tuesday. Track it using the link in your account.
spam,Act now! Your credit score qualifies you for a $1000 loan with 0% interest. Apply at login-update-secure.com
ham,"Hi Amit, the AKTU scholarship results are out, congratulations on your selection!"
spam,"Make $1000 a day from home with this secret system! No boss, no schedule, click secure-verify-account.com now."
ham,"Hey Ravi, are we still on for lunch on Sunday? I was thinking the cafe near the office."
spam,Cheap the marketing plan at unbeatable prices! 90% OFF today only. Order now at login-update-secure.com before stock runs out.
ham,"Happy birthday Meera! Hope you have a wonderful day, let's catch up over coffee soon."
spam,FREE entry into our $100 weekly draw just by texting WIN to 80087 now!
ham,"Thanks for the feedback on my shoes report, I will make the corrections by Wednesday."
spam,"LIMITED OFFER: Buy one get one FREE on all textbooks. Hurry, offer ends today! Visit secure-verify-account.com"
spam,"Make $10000 a day from home with this secret system! No boss, no schedule, click www.free-prize-win.net now."
ham,"Hi Neha, thanks for your help with the electronics project, really appreciate the effort."
spam,FINAL NOTICE: Your payment of $5000 is overdue. Pay now to avoid legal action at secure-verify-account.com.
ham,"Great job on the the research paper hackathon submission, the HDFC Bank panel really liked the idea."
spam,You have been selected to receive a FREE the marketing plan. Reply YES to claim your prize now.
ham,"Hi Ravi, the the college scholarship results are out, congratulations on your selection!"
spam,Congratulations Rohit! You have WON a laptop worth $50. Claim now before it expires!
spam,"This is not a scam! Guaranteed $50 income, work only 2 hours a week. Join today."
spam,"This is not a scam! Guaranteed $250 income, work only 5 hours a week. Join today."
ham,"Urgent: please submit your shoes feedback form before 5 PM today, it closes soon."
spam,CONGRATULATIONS! Your mobile number has won $50 in the the placement cell lottery. Contact us immediately.
